"S1.bam" "S10.bam" "S11.bam" "S12.bam" "S2.bam" "S3.bam" "S4.bam" "S5.bam" "S6.bam" "S7.bam" "S8.bam" "S9.bam"
"OL67_002458" 213 1403 1042 2183 170 303 197 160 226 768 1032 1162
"OL67_002459" 271 172 155 196 166 250 224 218 256 112 164 224
"OL67_002460" 975 1469 942 1207 632 976 1726 1472 1990 1020 1263 1815
"OL67_002461" 523 745 509 581 613 776 1060 1061 1395 263 384 627
"OL67_002462" 4105 3888 3674 6400 4143 5322 8107 7739 9023 1990 2415 4068
"OL67_002463" 205 134 97 207 201 204 284 266 283 46 62 126
"OL67_002464" 194 552 437 384 390 592 482 333 517 228 345 571
"OL67_002465" 76 216 116 156 139 176 151 119 126 85 131 213
"OL67_002467" 873 7083 5595 7569 1715 1701 4305 5087 5694 1764 1868 3729
"OL67_002468" 529 1914 1469 2075 602 610 1410 1244 1572 547 705 1203
"OL67_002469" 371 1609 1384 2175 473 458 1202 1262 1359 494 599 1018
"OL67_002470" 265 1745 1270 2313 479 395 1126 1154 1272 518 570 1129
"OL67_002471" 228 2122 1756 2768 564 469 1385 1359 1594 654 728 1343
"OL67_002472" 341 2744 2008 4166 676 626 1530 2013 2030 778 889 1448
"OL67_002473" 123 601 493 852 191 180 501 517 563 209 208 369
"OL67_002474" 93 402 348 465 132 125 305 353 390 136 158 287
"OL67_002475" 114 778 533 820 273 236 579 644 773 214 262 476
"OL67_002476" 1074 2811 2707 4134 1671 2436 3670 3075 3845 1429 1433 2045
"OL67_002477" 70 137 83 135 74 108 88 111 135 86 151 164
"OL67_002478" 76 52 36 56 45 86 81 67 98 48 62 69
"OL67_002479" 1116 502 345 576 540 834 631 513 737 368 440 712
"OL67_002480" 422 650 426 528 414 652 471 481 596 308 399 572
"OL67_002481" 419 484 322 402 495 641 551 556 699 230 298 464
"OL67_002483" 8057 6239 5606 10017 9589 15491 14755 12862 14384 5118 6669 7057
"OL67_002484" 1378 1636 840 1145 1124 1598 1392 1107 1894 1347 1838 2310
"OL67_002485" 2965 6933 4684 6450 2338 3331 2453 2076 2825 6524 9540 11136
"OL67_002486" 2503 2842 2343 3911 1733 2770 7629 5411 7749 587 1072 1597
"OL67_002487" 89 140 147 75 69 147 389 267 339 55 108 128
"OL67_002488" 1614 6534 3598 3901 1512 1881 1944 1501 2447 4456 7932 7941
"OL67_002489" 464 199 189 429 287 427 578 312 458 681 916 903
"OL67_002490" 64 210 127 78 103 125 108 75 133 133 191 221
"OL67_002491" 88 1082 792 1126 102 126 162 127 149 299 513 681
"OL67_002492" 36 12225 13167 25997 41 53 31 40 88 348 247 788
"OL67_002493" 28 137 111 153 19 47 28 18 41 63 80 148
"OL67_002494" 2060 1813 1489 1919 1930 3039 2203 2049 3172 1707 2188 3193
"OL67_002495" 1321 2393 1863 2492 955 1281 1470 1025 1380 1540 2268 2444
"OL67_002496" 306 337 215 294 309 419 381 308 493 206 334 400
"OL67_002497" 1785 1250 807 821 1418 2145 1776 1706 2006 595 954 1273
"OL67_002498" 111 117 86 60 107 169 102 85 158 80 151 188
"OL67_002499" 576 346 315 482 355 520 455 331 454 240 354 451
"OL67_002500" 2451 2049 2030 4221 1983 3659 2789 2227 3024 2349 2699 3329
"OL67_002501" 375 463 305 310 337 541 345 299 391 231 290 445
"OL67_002502" 69 191 114 58 120 157 124 108 189 70 100 154
"OL67_002503" 232 1091 622 293 485 708 514 564 788 411 611 916
"OL67_002504" 419 696 448 791 266 433 368 304 414 413 630 714
"OL67_002505" 18 187 164 248 25 52 38 37 60 88 135 136
"OL67_002506" 388 1554 1540 1451 1290 1744 1585 1404 1580 940 1104 1779
"OL67_002507" 1143 2011 1117 641 1827 2448 2131 1703 3235 1129 1731 2911
"OL67_002508" 51 93 66 104 48 84 53 53 68 54 71 92
"OL67_002509" 1989 4732 3684 5257 1349 1976 1616 1203 1660 3624 5333 6613
"OL67_002510" 4549 5031 4135 6433 2625 4097 3088 2298 3177 5048 7639 9138
"OL67_002511" 83 123 106 172 118 197 317 149 220 2075 2604 2842
"OL67_002512" 437 444 378 554 438 561 693 464 579 280 381 516
"OL67_002513" 908 587 459 673 678 989 782 761 1039 328 470 790
"OL67_002514" 4374 3031 2215 2943 3183 4875 4151 3550 5195 2459 3115 4877
"OL67_002515" 340 860 668 626 507 579 729 830 937 304 301 648
"OL67_002516" 1249 950 698 1244 1063 1655 1314 1164 1663 711 931 1343
"OL67_002517" 1878 2243 1340 1639 1881 2688 2021 2047 3000 1288 1938 2551
"OL67_002518" 4217 5109 3941 5886 4670 7122 6209 5506 7250 2520 3057 5180
"OL67_002519" 285 719 562 565 550 705 773 825 1049 242 282 544
"OL67_002520" 1072 598 357 644 654 1017 701 704 1078 421 521 770
"OL67_002521" 228 441 333 376 240 353 262 201 319 229 348 459
"OL67_002522" 5983 4299 3270 4948 4772 7046 6157 5393 7030 2936 3337 5911
"OL67_002523" 1160 584 416 570 873 1352 1105 918 1314 376 534 763
"OL67_002524" 395 149 141 211 259 433 302 260 415 80 112 204
"OL67_002525" 1578 1593 1204 1507 1734 2542 2049 1930 2655 1100 1493 2155
"OL67_002526" 641 504 401 467 747 1029 774 767 1163 394 557 790
"OL67_002527" 54 36 20 36 38 63 29 38 53 32 29 39
"OL67_002528" 269 99 78 102 206 288 174 170 149 229 296 479
"OL67_002529" 496 181 153 236 546 727 384 347 390 505 596 1072
"OL67_002530" 157 422 349 365 223 302 252 239 322 164 206 287
"OL67_002531" 3975 4121 3279 5271 3013 3970 3804 3102 3956 3655 5391 6032
"OL67_002532" 136 48 29 85 123 167 128 134 175 82 127 155
"OL67_002533" 944 404 376 688 811 1487 1052 952 1183 709 1015 1360
"OL67_002534" 468 371 311 350 380 613 447 412 650 311 399 565
"OL67_002535" 305 400 253 295 316 514 456 367 494 234 387 507
"OL67_002536" 1033 885 686 1231 772 1117 909 998 1170 570 817 1275
"OL67_002537" 349 436 315 429 339 418 553 506 643 241 364 540
"OL67_002538" 819 7514 3923 4458 818 1005 664 579 702 2233 3385 5556
"OL67_002539" 363 466 323 355 356 538 421 364 559 276 347 565
"OL67_002540" 331 296 197 315 304 421 269 235 391 179 230 370
"OL67_002541" 585 708 441 721 417 555 564 401 456 136 199 257
"OL67_002542" 338 1410 1208 1819 417 640 897 857 1089 328 466 784
"OL67_002543" 5232 9137 6984 11336 5592 7536 5810 5531 7225 5577 7612 10604
"OL67_002544" 115 120 54 92 93 165 156 134 166 60 77 109
"OL67_002545" 888 807 645 818 697 1090 860 754 1041 423 602 819
"OL67_002546" 3128 3209 2581 3235 3699 5272 4293 3831 4722 2715 3557 5686
"OL67_002547" 1470 1442 1167 1396 1590 2350 1891 1680 2203 1055 1269 1890
"OL67_002548" 633 718 433 537 520 695 595 520 814 310 431 510
"OL67_002549" 469 1169 670 465 378 555 1819 1579 2302 212 341 489
"OL67_002550" 2219 7427 5602 4931 3032 4027 4682 4107 4887 2606 3338 5327
"OL67_002551" 674 1956 1134 1612 1268 1643 1550 1718 2022 738 1024 1579
"OL67_002552" 6235 3620 2801 3819 4381 6749 5410 4908 6929 2479 3213 5118
"OL67_002553" 2652 5864 3777 2028 5084 7999 7166 5684 9900 2717 3977 5707
"OL67_002554" 171 78 82 58 173 270 123 90 170 56 127 121
"OL67_002555" 695 268 177 329 525 872 293 272 370 247 326 390
"OL67_002556" 185 76 44 66 123 196 94 69 98 44 50 63
"OL67_002557" 350 91 64 161 192 341 96 98 108 90 156 154
"OL67_002558" 928 396 317 423 796 1377 400 359 512 353 565 661
"OL67_002559" 467 1012 846 941 597 791 557 540 766 581 847 1113
"OL67_002560" 402 605 366 272 630 912 316 381 549 1038 1385 2101
"OL67_002561" 517 323 270 399 423 690 225 200 252 814 1079 1594
"OL67_002562" 3335 2193 1582 2501 2693 4273 1474 1590 1807 6069 7341 12010
"OL67_002563" 1587 697 549 913 1045 1748 751 596 747 1553 2209 3219
"OL67_002564" 321 409 220 224 509 749 638 490 879 248 377 581
"OL67_002565" 320 443 340 452 424 709 557 486 658 405 599 594
"OL67_002566" 129 86 80 118 172 297 187 196 215 92 143 161
"OL67_002567" 207 62 34 95 113 173 138 113 161 63 103 87
"OL67_002568" 244 126 79 131 249 320 223 219 320 99 136 181
"OL67_002569" 187 120 67 178 169 275 191 174 227 95 141 200
"OL67_002570" 98 54 37 84 107 207 114 93 138 28 38 49
"OL67_002571" 1683 280 251 278 1689 2560 1909 1627 2804 199 348 530
"OL67_002572" 859 533 423 554 803 1307 1123 785 1157 339 514 720
"OL67_002573" 834 213 172 300 703 950 773 644 786 101 179 268
"OL67_002574" 296 928 560 185 403 616 541 389 619 485 1030 1081
"OL67_002575" 649 160 123 337 507 1202 805 592 898 122 197 251
"OL67_002576" 152 55 33 38 129 193 175 138 214 27 60 87
"OL67_002577" 1636 630 494 1067 1696 2368 2206 1534 2106 278 584 762
"OL67_002578" 1796 230 221 483 832 1139 988 770 1008 99 279 324
"OL67_002579" 2597 802 606 1719 2213 3585 3341 2613 3375 336 655 988
"OL67_002580" 923 258 195 209 1024 1433 1364 1180 1712 156 245 428
"OL67_002581" 1638 573 428 515 1363 2189 2040 1647 2232 351 619 913
"OL67_002582" 2473 807 675 951 2007 3725 2785 2137 2979 645 873 1325
"OL67_002583" 2814 713 685 1376 1836 3371 2585 1797 2698 674 887 1177
"OL67_002584" 477 365 251 234 892 1317 1068 899 1459 230 416 525
"OL67_002585" 16472 4290 3234 2903 14457 21121 18362 17127 22859 2577 3851 6296
"OL67_002586" 2486 464 407 531 2031 3288 2423 2237 3333 239 421 704
"OL67_002587" 95 66 43 15 77 143 75 72 149 34 69 88
"OL67_002588" 2148 1095 825 1531 2424 3467 2824 2505 3729 432 890 1234
"OL67_002589" 251 308 218 212 259 390 340 281 447 138 181 270
"OL67_002590" 129 80 71 93 102 191 168 157 224 69 84 108
"OL67_002591" 95 66 57 57 97 171 205 153 196 73 78 121
"OL67_002592" 441 267 224 202 400 638 669 583 867 200 283 420
"OL67_002593" 1119 625 502 582 1202 1751 1617 1792 2210 524 739 1049
"OL67_002594" 467 425 366 504 550 924 692 785 982 349 540 597
"OL67_002595" 952 505 352 613 709 1116 1033 1004 1275 361 554 703
"OL67_002596" 857 479 429 567 844 1463 1217 1088 1579 441 579 843
"OL67_002597" 48 155 65 130 46 57 53 80 78 84 121 167
"OL67_002598" 173 422 369 565 129 211 212 168 190 283 408 548
"OL67_002599" 160 360 265 402 150 197 155 123 159 223 301 416
"OL67_002600" 125 268 228 196 125 173 183 174 204 362 470 606
"OL67_002601" 102 128 81 81 121 150 109 94 147 56 101 141
"OL67_002602" 44 88 58 68 47 82 60 43 80 33 59 97
"OL67_002603" 101 286 266 370 110 206 179 124 148 167 207 304
"OL67_002604" 442 698 560 728 390 587 476 408 528 422 571 697
"OL67_002605" 91 323 262 232 150 225 202 164 191 137 236 306
"OL67_002606" 99 199 116 265 59 109 99 87 104 80 141 195
"OL67_002607" 47 96 75 107 61 76 71 70 96 46 81 103
"OL67_002608" 170 363 299 380 223 343 255 265 322 197 292 403
"OL67_002609" 135 179 149 171 117 149 126 129 171 69 105 169
"OL67_002610" 116 139 105 141 116 161 126 131 178 86 116 165
"OL67_002611" 110 169 143 144 168 177 175 184 218 77 127 209
"OL67_002612" 291 343 285 297 305 470 356 401 499 256 359 552
"OL67_002613" 281 288 207 276 237 373 310 267 408 170 250 346
"OL67_002614" 197 208 125 155 203 269 208 198 265 109 184 281
"OL67_002615" 87 52 42 84 87 110 71 72 94 43 41 80
"OL67_002616" 110 80 65 79 107 199 109 134 176 66 92 145
"OL67_002617" 2438 5530 5022 7770 2760 4605 4162 4232 5224 3888 5058 6370
"OL67_002618" 914 2205 1263 1498 666 938 630 637 835 812 1086 1989
"OL67_002619" 1235 5438 2451 3065 993 1207 967 889 1128 1193 1698 3141
"OL67_002620" 310 2101 1441 2250 290 456 324 252 297 602 710 1479
"OL67_002621" 206 1739 1177 1011 289 449 271 216 316 405 498 1168
"OL67_002622" 710 5689 4637 5065 735 1255 792 616 868 1624 1868 4119
"OL67_002623" 214 1443 1002 1374 209 345 181 226 238 428 487 981
"OL67_002624" 278 858 719 967 202 353 179 165 252 277 329 735
"OL67_002625" 102 789 507 322 173 231 77 100 186 220 291 642
"OL67_002626" 257 1054 729 979 256 347 235 222 306 399 416 914
"OL67_002627" 169 673 528 401 195 293 157 154 220 206 292 543
"OL67_002628" 448 549 454 407 461 765 614 556 770 346 439 654
"OL67_002629" 307 341 253 239 337 464 366 320 434 206 340 439
"OL67_002630" 44 52 44 45 34 48 47 28 64 34 50 67
"OL67_002631" 51 69 58 68 49 54 60 52 56 52 69 85
"OL67_002632" 64 158 104 176 48 93 59 49 81 54 83 120
"OL67_002633" 112 169 129 253 50 179 112 74 99 100 119 129
"OL67_002634" 337 1240 972 1930 263 573 427 325 549 412 573 713
"OL67_002635" 53 571 372 645 77 115 147 160 176 107 126 197
"OL67_002636" 67 424 239 341 51 86 87 85 102 47 56 112
"OL67_002637" 72 342 191 396 46 93 52 72 105 56 65 70
"OL67_002638" 61 305 177 279 25 64 57 52 58 35 52 58
"OL67_002639" 437 851 596 751 505 816 655 566 661 366 507 801
"OL67_002640" 164 281 196 219 197 294 207 198 255 153 208 267
"OL67_002641" 980 583 489 924 674 1036 758 699 984 544 739 1036
"OL67_002642" 437 324 251 331 355 584 401 330 487 223 304 500
"OL67_002643" 233 306 211 378 353 556 333 346 524 227 266 441
"OL67_002644" 130 222 161 273 116 220 157 123 213 122 177 140
"OL67_002645" 10 16 10 12 1 4 3 7 5 6 11 8
"OL67_002646" 126 235 218 274 106 130 126 88 152 59 87 108
"OL67_002647" 2305 2148 1808 2141 2135 3069 2312 2223 3303 2017 2284 3555
"OL67_002648" 1304 871 761 966 964 1567 1088 999 1581 692 804 1325
"OL67_002649" 639 605 455 568 704 1091 796 799 1122 540 717 1133
"OL67_002650" 499 454 404 577 433 614 539 465 510 347 506 606
"OL67_002651" 118 149 121 233 127 147 115 108 118 116 209 201
"OL67_002652" 57 150 85 116 137 164 183 136 174 82 138 169
"OL67_002653" 901 980 756 1127 683 1041 899 708 1026 613 868 1082
"OL67_002654" 461 449 289 406 435 640 530 418 636 292 403 562
"OL67_002655" 125 130 91 119 109 217 134 125 167 140 200 209
"OL67_002656" 2 6 3 1 2 2 6 4 2 4 4 2
"OL67_002657" 0 0 0 0 0 0 0 0 0 0 0 0
"OL67_002658" 29 12 22 8 34 42 34 32 60 15 10 29
"OL67_002659" 8 13 10 12 8 15 8 9 12 10 14 16
"OL67_002660" 225 289 224 137 309 444 319 340 468 147 171 305
"OL67_002661" 116 155 119 198 121 146 145 126 146 85 93 169
"OL67_002662" 33 41 29 41 29 54 57 41 37 24 42 44
"OL67_002663" 13 15 7 11 8 12 7 7 18 5 5 20
"OL67_002664" 3 2 7 4 5 15 10 3 3 1 8 8
"OL67_002665" 16 28 21 52 25 28 22 28 16 25 21 46
"OL67_002666" 47 60 79 113 50 94 70 59 82 48 75 111
"OL67_002667" 642 689 599 800 387 526 388 350 521 473 736 852
"OL67_002668" 9 19 29 29 5 12 4 9 14 13 10 12
"OL67_002669" 22 33 33 57 9 18 24 16 16 18 27 24
"OL67_002670" 8 33 8 22 4 11 10 6 10 6 10 8
"OL67_002671" 4 12 9 10 4 12 7 9 7 9 8 16
"OL67_002672" 21 25 14 28 13 36 20 17 50 20 21 18
"OL67_002673" 12 22 18 25 20 27 20 14 22 17 21 33
"OL67_002674" 233 217 166 336 185 283 213 190 258 159 250 238
"OL67_002675" 108 133 115 191 69 149 120 94 122 91 116 143
"OL67_002676" 75 87 72 129 62 103 85 77 96 54 108 88
"OL67_002677" 293 356 250 225 287 448 307 343 412 807 1539 1463
"OL67_002678" 30 36 32 37 34 45 36 32 57 38 58 87
"OL67_002679" 304 574 359 261 299 408 816 610 880 162 235 342
"OL67_002680" 1818 2811 1825 947 1917 2768 3664 3133 4290 836 1100 1856
"OL67_002681" 1700 7411 5005 3029 2222 3059 6458 6557 8675 1885 2559 3907
"OL67_002682" 1042 4634 3422 2581 1373 1963 5266 4285 5543 1054 1358 2079
"OL67_002683" 625 377 236 355 450 548 548 481 722 173 264 384
"OL67_002684" 415 278 237 248 335 473 359 376 484 172 324 429
"OL67_002685" 196 207 153 194 200 316 234 251 327 112 131 228
"OL67_002686" 148 144 99 122 129 210 155 126 162 80 132 132
"OL67_002687" 306 245 170 187 230 381 294 301 458 164 178 264
"OL67_002688" 825 674 436 645 1181 1521 1292 1279 1872 576 894 1000
"OL67_002689" 304 191 177 238 297 446 365 411 555 160 212 288
"OL67_002690" 255 133 114 199 248 378 291 305 398 147 153 282
"OL67_002691" 220 178 124 111 290 397 300 335 466 128 178 270
"OL67_002692" 234 174 120 162 281 390 269 269 445 181 206 254
"OL67_002693" 1485 2871 2207 3491 1565 2128 2158 2304 2991 1626 2168 3637
"OL67_002694" 868 1920 1508 2435 1131 1634 1577 1610 2051 1213 1714 2670
"OL67_002695" 1550 2293 1695 3504 1550 2389 1875 1859 2630 1933 2720 3920
"OL67_002696" 725 565 473 1037 430 696 626 501 638 510 726 1031
"OL67_002697" 87 139 95 184 55 67 57 53 95 99 200 174
"OL67_002698" 39 47 33 47 23 43 30 20 43 42 67 81
"OL67_002699" 33 37 17 40 16 17 21 29 30 36 53 51
"OL67_002700" 16 47 25 43 23 26 26 9 25 36 72 51
"OL67_002701" 26 99 76 118 50 70 94 62 52 95 132 130
"OL67_002702" 245 416 362 821 201 290 218 224 278 483 860 861
"OL67_002703" 361 234 181 258 199 354 285 227 365 165 225 334
"OL67_002704" 90 185 144 183 82 119 188 176 285 64 115 92
"OL67_002705" 541 730 485 276 462 790 779 741 976 363 499 633
"OL67_002706" 1978 1928 1202 1810 1639 2296 1924 1755 2327 1253 1769 2419
"OL67_002707" 155 251 190 255 212 282 304 279 353 123 164 256
"OL67_002708" 306 360 249 343 322 431 351 401 474 148 255 337
"OL67_002709" 376 242 175 191 287 484 361 312 436 149 203 269
"OL67_002710" 1275 715 567 940 949 1458 1200 1019 1455 418 545 786
"OL67_002711" 530 312 191 237 426 688 630 505 703 172 264 358
"OL67_002712" 182 74 59 75 99 203 209 135 182 48 61 72
"OL67_002713" 811 422 323 435 597 861 723 653 852 284 318 534
"OL67_002714" 7898 3156 3661 5925 4784 10134 6299 6067 7903 3338 3861 4532
"OL67_002715" 204 136 85 156 100 137 117 117 152 101 181 216
"OL67_002716" 598 719 600 767 618 792 643 669 847 418 505 762
"OL67_002717" 700 1122 853 1171 805 1088 948 882 986 639 843 1283
"OL67_002718" 315 563 362 439 318 521 510 422 473 216 384 466
"OL67_002719" 359 714 584 1432 309 440 368 259 335 312 378 492
"OL67_002720" 1274 662 537 813 1079 1636 1357 1095 1485 1192 1602 2168
"OL67_002721" 1680 2129 1843 3267 1485 2094 2096 1715 1991 1666 2411 2688
"OL67_002722" 974 882 929 2080 697 1291 930 754 993 851 965 1086
"OL67_002723" 200 221 123 196 218 253 249 263 315 105 177 244
"OL67_002724" 756 547 453 625 770 1027 791 685 1005 464 586 821
"OL67_002725" 545 387 312 438 446 666 625 480 714 271 394 540
"OL67_002726" 237 317 229 310 130 201 130 141 203 302 534 542
"OL67_002727" 569 722 581 998 576 855 645 506 692 1226 2310 2051
"OL67_002728" 95 84 70 145 86 151 93 89 99 130 290 261
"OL67_002729" 217 210 168 233 146 219 161 140 177 241 447 496
"OL67_002730" 6689 6473 6437 11767 5879 9082 8382 8021 10114 6914 8529 10485
"OL67_002731" 155 46 34 51 131 191 142 114 137 30 48 38
"OL67_002732" 334 90 60 153 310 415 372 218 308 29 81 137
"OL67_002733" 26 18 21 15 21 47 28 20 30 11 16 19
"OL67_002734" 398 167 103 150 370 565 380 394 544 75 140 176
"OL67_002735" 118 131 104 76 137 184 204 157 184 76 99 142
"OL67_002736" 95 100 64 88 82 138 103 107 131 29 60 86
"OL67_002737" 78 68 58 84 70 119 110 98 118 28 48 99
"OL67_002738" 57 52 45 62 45 96 85 71 66 26 42 58
"OL67_002739" 177 166 139 158 137 195 219 173 227 75 110 177
"OL67_002740" 64 95 55 69 56 78 46 49 84 33 50 73
"OL67_002741" 878 591 510 745 930 1423 1209 1211 1460 553 782 1045
"OL67_002742" 169 138 119 170 207 290 194 221 268 100 171 196
"OL67_002743" 322 329 250 244 356 509 399 365 592 244 313 489
"OL67_002744" 435 535 404 495 414 634 505 449 643 377 418 739
"OL67_002745" 21 79 50 34 64 51 50 61 72 28 42 57
"OL67_002746" 113 124 73 161 107 139 138 109 147 66 127 159
"OL67_002747" 22 15 16 16 23 13 16 18 26 15 14 16
"OL67_002748" 74 43 57 68 61 89 96 80 100 35 59 94
"OL67_002749" 297 317 196 283 232 360 231 243 305 258 387 484
"OL67_002750" 113 85 58 97 76 106 96 93 112 88 130 171
"OL67_002751" 69 85 58 78 78 109 112 90 115 47 65 109
"OL67_002752" 8 18 7 5 14 31 17 31 20 6 11 20
"OL67_002753" 38 57 29 48 61 94 44 44 61 37 63 110
"OL67_002754" 195 519 320 272 253 328 304 292 361 195 249 426
"OL67_002761" 166 468 349 335 299 418 385 355 485 235 335 514
"OL67_002762" 932 1448 1002 1063 1286 1891 1501 1475 2019 933 1285 1871
"OL67_002763" 192 149 113 141 220 313 261 207 335 172 334 328
"OL67_002764" 367 402 199 280 343 410 426 368 474 206 411 444
"OL67_002765" 635 421 252 333 324 395 419 327 381 206 349 454
"OL67_002766" 1520 1170 901 1541 859 1207 977 878 1062 672 820 1155
"OL67_002767" 66 493 347 544 53 84 76 74 110 70 89 174
"OL67_002768" 107 1153 735 1582 85 128 180 82 169 154 182 315
"OL67_002769" 84 89 29 103 31 58 49 29 56 47 86 92
"OL67_002770" 20 19 19 27 17 17 14 8 22 21 21 33
"OL67_002771" 1626 5752 4784 7890 1916 2361 2072 2137 2331 1802 2246 3156
"OL67_002772" 13 22 16 28 16 34 10 16 22 12 15 18
"OL67_002773" 155 87 46 119 96 117 86 82 102 63 101 101
"OL67_002774" 21 24 8 13 12 28 21 12 20 13 14 29
"OL67_002775" 191 281 202 146 218 291 329 221 344 124 145 251
"OL67_002776" 280 451 340 338 392 545 412 431 589 257 427 513
"OL67_002777" 298 522 410 797 375 522 372 345 455 293 354 424
"OL67_002778" 20 45 26 27 32 39 32 39 37 14 8 20
"OL67_002779" 58 46 27 50 61 95 99 66 99 27 43 60
"OL67_002780" 193 100 65 82 117 170 154 119 147 70 123 123
"OL67_002781" 75 78 67 92 81 81 82 85 66 41 48 84
"OL67_002782" 420 507 401 436 559 828 554 544 769 365 489 724
"OL67_002783" 132 123 81 131 133 198 157 132 187 79 116 169
"OL67_002784" 211 142 135 193 241 307 195 224 315 156 148 234
"OL67_002785" 32 15 22 28 35 55 31 37 60 21 32 46
"OL67_002786" 88 127 73 81 89 120 70 61 89 63 112 106
"OL67_002787" 2481 2647 1829 1916 2446 3549 2783 2668 3761 1846 2122 3620
"OL67_002788" 951 1011 793 1232 798 1200 872 754 1032 668 813 1274
"OL67_002789" 217 186 113 160 250 269 216 207 266 121 171 279
"OL67_002790" 341 205 158 284 257 356 288 278 336 180 267 378
"OL67_002791" 98 50 39 148 59 100 61 44 84 61 62 68
"OL67_002792" 51 87 48 76 43 92 63 73 87 45 76 123
"OL67_002793" 366 689 376 490 584 812 657 682 924 463 678 1011
"OL67_002794" 10899 7033 5800 9931 10938 15725 9887 10385 14688 5345 8071 10985
"OL67_002795" 73 196 135 179 81 106 95 69 78 67 104 155
"OL67_002796" 17 9 23 34 16 20 32 28 26 23 17 39
"OL67_002797" 281 315 250 296 221 370 277 263 345 201 297 390
"OL67_002798" 571 455 293 289 718 1115 873 738 1151 267 418 619
"OL67_002799" 2501 667 514 835 1497 2266 1788 1591 2462 768 1065 1445
"OL67_002800" 120 96 67 178 138 186 183 130 211 204 343 443
